title,author,affiliation,author idx
Standardized cargo network revenue management with dual channels under stochastic and time-dependent demand,Walid Nasr,"Maroun Semaan Faculty of Engineering, Department of Industrial Engineering, American University of Beirut, Beirut 1107 2020, Lebanon",2
Standardized cargo network revenue management with dual channels under stochastic and time-dependent demand,Maya Jalloul,"Maroun Semaan Faculty of Engineering, Department of Industrial Engineering, American University of Beirut, Beirut 1107 2020, Lebanon",3
Deep learning for credit scoring: Do or don’t?,Björn Rafn Gunnarsson,"Research Center for Information Systems Engineering (LIRIS), KU Leuven, Naamsestraat 69, Leuven 3000, Belgium",1
Deep learning for credit scoring: Do or don’t?,Seppe vanden Broucke,"Department of Business Informatics and Operations Management, UGent, Tweekerkenstraat 2, Ghent 9000, Belgium",2
Deep learning for credit scoring: Do or don’t?,Bart Baesens,"Research Center for Information Systems Engineering (LIRIS), KU Leuven, Naamsestraat 69, Leuven 3000, Belgium",3
Deep learning for credit scoring: Do or don’t?,María Óskarsdóttir,"Department of Computer Science, Reykjavík University, Menntavegi 1, Reykjavík 101, Iceland",4
Deep learning for credit scoring: Do or don’t?,Wilfried Lemahieu,"Research Center for Information Systems Engineering (LIRIS), KU Leuven, Naamsestraat 69, Leuven 3000, Belgium",5
"Identifying proactive ICU patient admission, transfer and diversion policies in a public-private hospital network",José Tomás Marquinez,"Departamento de Ingeniería Industrial y de Sistemas, Pontificia Universidad Católica de Chile, Vicuña Mackenna 4860, Santiago, Chile",1
"Identifying proactive ICU patient admission, transfer and diversion policies in a public-private hospital network",Antoine Sauré,"Telfer School of Management, University of Ottawa, 55 Laurier Ave. E., Ottawa, ON K1N 6N5, Canada",2
"Identifying proactive ICU patient admission, transfer and diversion policies in a public-private hospital network",Alejandro Cataldo,"Institute for Mathematical and Computational Engineering, School of Engineering, Pontificia Universidad Católica de Chile, Vicuña Mackenna 4860, Santiago, Chile",3
"Identifying proactive ICU patient admission, transfer and diversion policies in a public-private hospital network",Juan-Carlos Ferrer,"Departamento de Ingeniería Industrial y de Sistemas, Pontificia Universidad Católica de Chile, Vicuña Mackenna 4860, Santiago, Chile",4
Supporting Brazilian smallholder farmers decision making in supplying institutional markets,Helio Yochihiro Fuchigami,"Faculty of Sciences and Technology, Federal University of Goiás, Mucuri Street s/n, Bairro Conde dos Arcos, Aparecida de Goiânia, Goiás, Brazil",1
Supporting Brazilian smallholder farmers decision making in supplying institutional markets,Andrea Tuni,"Design, Manufacturing and Engineering Management Department, University of Strathclyde, 75 Montrose Street, G1 1XJ Glasgow, United Kingdom",2
Supporting Brazilian smallholder farmers decision making in supplying institutional markets,Luísa Queiroz Barbosa,"Faculty of Sciences and Technology, Federal University of Goiás, Mucuri Street s/n, Bairro Conde dos Arcos, Aparecida de Goiânia, Goiás, Brazil",3
Supporting Brazilian smallholder farmers decision making in supplying institutional markets,Maico Roris Severino,"Faculty of Sciences and Technology, Federal University of Goiás, Mucuri Street s/n, Bairro Conde dos Arcos, Aparecida de Goiânia, Goiás, Brazil",4
Supporting Brazilian smallholder farmers decision making in supplying institutional markets,Athanasios Rentizelas,"School of Mechanical Engineering, Sector of Industrial Management and Operational Research, National Technical University of Athens, 9 Iroon Polytechniou str., 15780 Zografou, Greece",5
An exact model for a slitting problem in the steel industry,María Sierra-Paradinas,"IDOM Consulting, Engineering, Architecture, Spain",1
An exact model for a slitting problem in the steel industry,Óscar Soto-Sánchez,"Department of Computer Science, Computer Architecture, Computer Languages & Information Systems, Statistics & Operations Research, Universidad Rey Juan Carlos, Spain",2
An exact model for a slitting problem in the steel industry,Antonio Alonso-Ayuso,"Department of Computer Science, Computer Architecture, Computer Languages & Information Systems, Statistics & Operations Research, Universidad Rey Juan Carlos, Spain",3
An exact model for a slitting problem in the steel industry,F. Javier Martín-Campo,"Departamento de Estadística e Investigación Operativa, Instituto de Matemática Interdisciplinar, Universidad Complutense de Madrid, Spain",4
An exact model for a slitting problem in the steel industry,Micael Gallego,"Department of Computer Science, Computer Architecture, Computer Languages & Information Systems, Statistics & Operations Research, Universidad Rey Juan Carlos, Spain",5
Regulation adaptive strategy and bank efficiency: A network slacks-based measure with shared resources,Linlin Zhao,"School of Business, Nanjing Audit University, Yushan West Road 86, Nanjing, Jiangsu Province 211815, P.R. China",1
Regulation adaptive strategy and bank efficiency: A network slacks-based measure with shared resources,Qingyuan Zhu,"College of Economics and Management, Nanjing University of Aeronautics and Astronautics, 29 Jiangjun Avenue, Nanjing, Jiangsu Province 210000, P.R. China",2
Regulation adaptive strategy and bank efficiency: A network slacks-based measure with shared resources,Lin Zhang,"School of Management, University of Science and Technology of China, Jinzhai Road 96, Hefei, Anhui Province 230026, P.R. China",3
Equilibrium selection for multi-portfolio optimization,Lorenzo Lampariello,"Department of Business Studies, Roma Tre University, Rome 00145, Italy",1
Equilibrium selection for multi-portfolio optimization,Christoph Neumann,"Institute of Operations Research, Karlsruhe Institute of Technology (KIT), Karlsruhe 76131, Germany",2
Equilibrium selection for multi-portfolio optimization,Jacopo M. Ricci,"Department of Business Studies, Roma Tre University, Rome 00145, Italy",3
Equilibrium selection for multi-portfolio optimization,Simone Sagratella,"Department of Computer, Control and Management Engineering Antonio Ruberti, Sapienza University of Rome, Rome 00185, Italy",4
Equilibrium selection for multi-portfolio optimization,Oliver Stein,"Institute of Operations Research, Karlsruhe Institute of Technology (KIT), Karlsruhe 76131, Germany",5
A one-sided Vysochanskii-Petunin inequality with financial applications,Mathieu Mercadier,"ESC Clermont Business School, CleRMa-UCA, 4 Boulevard Trudaine, Clermont-Ferrand 63000, France",1
A one-sided Vysochanskii-Petunin inequality with financial applications,Frank Strobel,"Department of Economics, University of Birmingham, Edgbaston, Birmingham B15 2TT, UK",2
Some comments on improving discriminating power in data envelopment models based on deviation variables framework,Mahdi Mahdiloo,"School of Business, Faculty of Business and Law, University of Wollongong, Northfields Avenue, Wollongong NSW 2522, Australia",1
Some comments on improving discriminating power in data envelopment models based on deviation variables framework,Sungmook Lim,"Dongguk Business School, Dongguk University—Seoul, 30, Pildong-ro 1-gil, Jung-gu, Seoul, 04620, South Korea",2
Some comments on improving discriminating power in data envelopment models based on deviation variables framework,Thach-Thao Duong,"SMART Infrastructure Facility, Faculty of Engineering and Information Sciences, University of Wollongong, Northfields Avenue, Wollongong NSW 2522, Australia",3
Some comments on improving discriminating power in data envelopment models based on deviation variables framework,Charles Harvie,"School of Business, Faculty of Business and Law, University of Wollongong, Northfields Avenue, Wollongong NSW 2522, Australia",4
Four decades of research on the open-shop scheduling problem to minimize the makespan,Mohammad Mahdi Ahmadian,"School of Mathematical and Physical Sciences, University of Technology Sydney, Australia",1
Four decades of research on the open-shop scheduling problem to minimize the makespan,Mostafa Khatami,"School of Mathematical and Physical Sciences, University of Technology Sydney, Australia",2
Four decades of research on the open-shop scheduling problem to minimize the makespan,Amir Salehipour,"School of Mathematical and Physical Sciences, University of Technology Sydney, Australia",3
Four decades of research on the open-shop scheduling problem to minimize the makespan,T.C.E. Cheng,"PolyU Business School, The Hong Kong Polytechnic University, Hong Kong",4
Optimizing large on-demand transportation systems through stochastic conic programming,Shukai Li,"Department of Industrial Engineering and Management Sciences, Northwestern University, Evanston, IL 60208, USA",1
Optimizing large on-demand transportation systems through stochastic conic programming,Qi Luo,"School of Civil and Environmental Engineering, Cornell University, Ithaca, NY 14853 USA",2
Optimizing large on-demand transportation systems through stochastic conic programming,Robert Cornelius Hampshire,"Ford School of Public Policy, University of Michigan, Ann Arbor, MI 48109, USA",3
A mixed-integer linear programming approach for the T-row and the multi-bay facility layout problem,Mirko Dahlbeck,"TU Dortmund University, Faculty of Business and Economics, Vogelpothsweg 87, Dortmund D-44227, Germany",1
Robust inventory management with multiple supply sources,Chen Xie,"Research Institute for Interdisciplinary Sciences, School of Information Management and Engineering, Shanghai University of Finance and Economics, Shanghai, China",1
Robust inventory management with multiple supply sources,Liangquan Wang,"Research Institute for Interdisciplinary Sciences, School of Information Management and Engineering, Shanghai University of Finance and Economics, Shanghai, China",2
Robust inventory management with multiple supply sources,Chaolin Yang,"Research Institute for Interdisciplinary Sciences, School of Information Management and Engineering, Shanghai University of Finance and Economics, Shanghai, China",3
Quantile estimation of stochastic frontiers with the normal-exponential specification,Samah Jradi,"Department of Management and Strategy, Paris School of Business, Paris, France",1
Quantile estimation of stochastic frontiers with the normal-exponential specification,Christopher F. Parmeter,"Department of Economics, University of Miami, Coral Gables, FL 33146, USA",2
Quantile estimation of stochastic frontiers with the normal-exponential specification,John Ruggiero,"Department of Economics, Dayton University, Dayton, OH 45469, USA",3
Integrated optimization of bus bridging routes and timetables for rail disruptions,Yao Chen,"MOE Key Laboratory of Transport Industry of Big Data Application Technologies for Comprehensive Transport, Beijing Jiaotong University, No.3 Shangyuancun, Beijing 100044, China",1
Integrated optimization of bus bridging routes and timetables for rail disruptions,Kun An,"College of Transportation Engineering, Tongji University, 4800 Cao’an Road, Shanghai 201804, China",2
An exact robust approach for the integrated berth allocation and quay crane scheduling problem under uncertain arrival times,Filipe Rodrigues,"ISEG-School of Economics and Management, University of Lisbon, REM - Research in Economics and Mathematics, CEMAPRE, Portugal",1
An exact robust approach for the integrated berth allocation and quay crane scheduling problem under uncertain arrival times,Agostinho Agra,"Department of Mathematics and CIDMA, University of Aveiro, Portugal",2
Does implementing trade-in and green technology together benefit the environment?,Guowei Dou,"College of Management, Research Institute of Business Analytics and Supply Chain Management, Shenzhen University, Shenzhen, China",1
Does implementing trade-in and green technology together benefit the environment?,Tsan-Ming Choi,"Business Division, Institute of Textiles and Clothing, The Hong Kong Polytechnic University, Kowloon, Hung Hom, Hong Kong",2
Buyer selection and service pricing in an electric fleet supply chain,Saravanan Kuppusamy,"Department of Marketing and Business Information Systems, Rohrer College of Business, Rowan University, Glassboro, NJ 08028, United States",1
Buyer selection and service pricing in an electric fleet supply chain,Michael J. Magazine,"Department of Operations, Business Analytics and Information Systems, Lindner College of Business, University of Cincinnati, Cincinnati, OH 45221, United States",2
Buyer selection and service pricing in an electric fleet supply chain,Uday Rao,"Department of Operations, Business Analytics and Information Systems, Lindner College of Business, University of Cincinnati, Cincinnati, OH 45221, United States",3
An almost robust model for minimizing disruption exposures in supply systems,Kena Zhao,"Department of Industrial Systems Engineering and Management, National University of Singapore, Singapore 117576, Singapore",1
An almost robust model for minimizing disruption exposures in supply systems,Tsan Sheng Ng,"Department of Industrial Systems Engineering and Management, National University of Singapore, Singapore 117576, Singapore",2
An almost robust model for minimizing disruption exposures in supply systems,Chin Hon Tan,"Department of Industrial Systems Engineering and Management, National University of Singapore, Singapore 117576, Singapore",3
An almost robust model for minimizing disruption exposures in supply systems,Chee Khiang Pang,"Engineering Cluster, Singapore Institute of Technology, 10 Dover Drive, Singapore 138683, Singapore",4
Optimal bookmaking,Matthew Lorig,"Department of Applied Mathematics, University of Washington, Seattle, WA, USA",1
Optimal bookmaking,Zhou Zhou,"School of Mathematics and Statistics, University of Sydney, Sydney, Australia",2
Optimal bookmaking,Bin Zou,"Department of Mathematics, University of Connecticut, 341 Mansfield Road U1009, Storrs, CT 06269-1009, USA",3
Filtered poisson process bandit on a continuum,James A. Grant,"Department of Mathematics and Statistics, Lancaster University, UK",1
Filtered poisson process bandit on a continuum,Roberto Szechtman,"Department of Operations Research, Naval Postgraduate School, CA, USA",2
Risk sharing with multiple indemnity environments,Alexandru V. Asimit,"Cass Business School, City, University of London EC1Y 8TZ, United Kingdom",1
Risk sharing with multiple indemnity environments,Tim J. Boonen,"Amsterdam School of Economics, University of Amsterdam, Roetersstraat 11, Amsterdam 1018 WB, the Netherlands",2
Risk sharing with multiple indemnity environments,Yichun Chi,"China Institute for Actuarial Science, Central University of Finance and Economics, Beijing 102206, China",3
Risk sharing with multiple indemnity environments,Wing Fung Chong,"Department of Mathematics and Department of Statistics, University of Illinois at Urbana-Champaign, Illinois, United States",4
Robustness of Farrell cost efficiency measurement under data perturbations: Evidence from a US manufacturing application,Adel Hatami-Marbini,"Department of Management and Entrepreneurship, Leicester Castle Business School, De Montfort University, Hugh Aston Building, The Gateway, Leicester LE1 9BH, UK",1
Robustness of Farrell cost efficiency measurement under data perturbations: Evidence from a US manufacturing application,Aliasghar Arabmaldar,"Department of Mathematics, Faculty of Sciences, Golestan University, Gorgan, Iran",2
Stochastic multi-attribute acceptability analysis with numerous alternatives,Shiling Song,"College of Mathematics and Informatics, South China Agricultural University, No. 483, Wushan Road, Guangzhou 510000, China",1
Stochastic multi-attribute acceptability analysis with numerous alternatives,Feng Yang,"School of Management, University of Science and Technology of China, No. 96, Jinzhai Road, Hefei, Anhui 230026, China",2
Stochastic multi-attribute acceptability analysis with numerous alternatives,Pingxiang Yu,"College of Mathematics and Informatics, South China Agricultural University, No. 483, Wushan Road, Guangzhou 510000, China",3
Stochastic multi-attribute acceptability analysis with numerous alternatives,Jianhui Xie,"International School of Business Finance, Sun Yat-Sen University Zhuhai Campus, Tangjiawan, Zhuhai 519082, China",4
Robust low-rank multiple kernel learning with compound regularization,He Jiang,"School of Statistics, JiangXi University of Finance and Economics, Nanchang, JiangXi 330013, China",1
Robust low-rank multiple kernel learning with compound regularization,Changqi Tao,"School of Statistics, JiangXi University of Finance and Economics, Nanchang, JiangXi 330013, China",2
Robust low-rank multiple kernel learning with compound regularization,Yao Dong,"School of Statistics, JiangXi University of Finance and Economics, Nanchang, JiangXi 330013, China",3
Robust low-rank multiple kernel learning with compound regularization,Ren Xiong,"School of Statistics, JiangXi University of Finance and Economics, Nanchang, JiangXi 330013, China",4
On sparse ensemble methods: An application to short-term predictions of the evolution of COVID-19,Sandra Benítez-Peña,"Instituto de Matemáticas de la Universidad de Sevilla, Seville, Spain",1
On sparse ensemble methods: An application to short-term predictions of the evolution of COVID-19,Emilio Carrizosa,"Instituto de Matemáticas de la Universidad de Sevilla, Seville, Spain",2
On sparse ensemble methods: An application to short-term predictions of the evolution of COVID-19,Vanesa Guerrero,"Departamento de Estadística, Universidad Carlos III de Madrid, Getafe, Spain",3
On sparse ensemble methods: An application to short-term predictions of the evolution of COVID-19,M. Dolores Jiménez-Gamero,"Instituto de Matemáticas de la Universidad de Sevilla, Seville, Spain",4
On sparse ensemble methods: An application to short-term predictions of the evolution of COVID-19,Belén Martín-Barragán,"The University of Edinburgh Business School, University of Edinburgh, Edinburgh, UK",5
On sparse ensemble methods: An application to short-term predictions of the evolution of COVID-19,Cristina Molero-Río,"Instituto de Matemáticas de la Universidad de Sevilla, Seville, Spain",6
On sparse ensemble methods: An application to short-term predictions of the evolution of COVID-19,Pepa Ramírez-Cobo,"Departamento de Estadística e Investigación Operativa, Universidad de Cádiz, Cadiz, Spain",7
On sparse ensemble methods: An application to short-term predictions of the evolution of COVID-19,Dolores Romero Morales,"Department of Economics, Copenhagen Business School, Frederiksberg, Denmark",8
On sparse ensemble methods: An application to short-term predictions of the evolution of COVID-19,M. Remedios Sillero-Denamiel,"Instituto de Matemáticas de la Universidad de Sevilla, Seville, Spain",9
How training on multiple time slices improves performance in churn prediction,Theresa Gattermann-Itschert,"Department of Supply Chain Management and Management Science, Albertus-Magnus-Platz, University of Cologne, Cologne 50932, Germany",1
How training on multiple time slices improves performance in churn prediction,Ulrich W. Thonemann,"Department of Supply Chain Management and Management Science, Albertus-Magnus-Platz, University of Cologne, Cologne 50932, Germany",2
Introduction of an underground waste container system–model and solution approaches,Sina Gläser,"Department of Business Administration and Economics, Bielefeld University, Bielefeld, Germany",1
Introduction of an underground waste container system–model and solution approaches,Mareike Stücken,"Department of Business Administration and Economics, Bielefeld University, Bielefeld, Germany",2
Relax-tighten-round algorithm for optimal placement and control of valves and chlorine boosters in water networks,Filippo Pecci,"InfraSense Labs, Department of Civil and Environmental Engineering, Imperial College London, London SW7 2BB, UK",1
Relax-tighten-round algorithm for optimal placement and control of valves and chlorine boosters in water networks,Ivan Stoianov,"InfraSense Labs, Department of Civil and Environmental Engineering, Imperial College London, London SW7 2BB, UK",2
Relax-tighten-round algorithm for optimal placement and control of valves and chlorine boosters in water networks,Avi Ostfeld,"Faculty of Civil and Environmental Engineering Technion, Israel Institute of Technology, Haifa 32000, Israel",3
Revisiting discrete time age replacement policy for phase-type lifetime distributions,Serkan Eryilmaz,"Department of Industrial Engineering, Atilim University, Ankara, Turkey",1
A finite-horizon condition-based maintenance policy for a two-unit system with dependent degradation processes,Bin Liu,"Department of Management Science, University of Strathclyde, Glasgow G1 1XQ, UK",1
A finite-horizon condition-based maintenance policy for a two-unit system with dependent degradation processes,Mahesh D. Pandey,"Department of Civil and Environmental Engineering, University of Waterloo, Waterloo, ON N2L 3G1, Canada",2
A finite-horizon condition-based maintenance policy for a two-unit system with dependent degradation processes,Xiaolin Wang,"Department of Logistics and Maritime Studies, The Hong Kong Polytechnic University, Kowloon, Hong Kong",3
A finite-horizon condition-based maintenance policy for a two-unit system with dependent degradation processes,Xiujie Zhao,"College of Management and Economics, Tianjin University, Tianjin, China",4
Optimal insurance contract specification in the upstream sector of the oil and gas industry,Ana Patrícia Torraca,"Industrial Engineering Department, Pontifical Catholic University of Rio de Janeiro (PUC-Rio), Rio de Janeiro, RJ, Brazil",1
Optimal insurance contract specification in the upstream sector of the oil and gas industry,Bruno Fanzeres,"Industrial Engineering Department, Pontifical Catholic University of Rio de Janeiro (PUC-Rio), Rio de Janeiro, RJ, Brazil",2
Predicting the national football league potential of college quarterbacks,J. Dean Craig,"Department of Economics, University of Colorado Colorado Springs, Colorado Springs, USA",1
Predicting the national football league potential of college quarterbacks,Niven Winchester,"School of Economics, Auckland University of Technology, Auckland, New Zealand",2
Gender effect on microfinance social efficiency: A robust nonparametric approach,F.S. Fall,"LEREPS, Université de Toulouse, UT2J, France",1
Gender effect on microfinance social efficiency: A robust nonparametric approach,H. Tchakoute Tchuigoua,"Kedge Business School, France",2
Gender effect on microfinance social efficiency: A robust nonparametric approach,A. Vanhems,"TBS Business School, Toulouse, France, 1 place Alphonse Jourdain, 31068 Toulouse, France",3
Gender effect on microfinance social efficiency: A robust nonparametric approach,L. Simar,"Institut de statistique, biostatistique et sciences actuarielles, Université catholique de Louvain, Voie du Roman Pays 20, Louvain-la-Neuve B1348, Belgium",4
The value of text for small business default prediction: A Deep Learning approach,Matthew Stevenson,"Department of Decision Analytics and Risk, Southampton Business School, University of Southampton, University Road, SO17 1BJ, United Kingdom",1
The value of text for small business default prediction: A Deep Learning approach,Christophe Mues,"Department of Decision Analytics and Risk, Southampton Business School, University of Southampton, University Road, SO17 1BJ, United Kingdom",2
The value of text for small business default prediction: A Deep Learning approach,Cristián Bravo,"Department of Statistical and Actuarial Sciences, The University of Western Ontario, 1151 Richmond Street, London, Ontario N6A 3K7, Canada",3
Revealing Pairs-trading opportunities with long short-term memory networks,Andrea Flori,"Department of Management, Economics and Industrial Engineering, Politecnico di Milano, Via Lambruschini 4/B, Milano 20156, Italy",1
Nash equilibria in nonzero-sum differential games with impulse control,Utsav Sadana,"Department of Decision Sciences, HEC Montréal, Montréal, Quebec H3T 2A7, Canada",1
Nash equilibria in nonzero-sum differential games with impulse control,Puduru Viswanadha Reddy,"Department of Electrical Engineering, Indian Institute of Technology Madras, Chennai, India",2
Nash equilibria in nonzero-sum differential games with impulse control,Georges Zaccour,"Department of Decision Sciences, HEC Montréal, Montréal, Quebec H3T 2A7, Canada",3
"Fatigue, personnel scheduling and operations: Review and research opportunities",Shuling Xu,"School of Management, Hefei University of Technology, Hefei, Anhui 230009, PR China",1
"Fatigue, personnel scheduling and operations: Review and research opportunities",Nicholas G. Hall,"Fisher College of Business, The Ohio State University, Columbus, OH 43210, USA",2
Solution methods for scheduling problems with sequence-dependent deterioration and maintenance events,Maxence Delorme,"Department of Econometrics and Operations Research, Tilburg University, the Netherlands",1
Solution methods for scheduling problems with sequence-dependent deterioration and maintenance events,Manuel Iori,"Department of Sciences and Methods for Engineering, University of Modena and Reggio Emilia, Italy",2
Solution methods for scheduling problems with sequence-dependent deterioration and maintenance events,Nilson F.M. Mendes,"Department of Sciences and Methods for Engineering, University of Modena and Reggio Emilia, Italy",3
The minimal covering location and sizing problem in the presence of gradual cooperative coverage,Mumtaz Karatas,"National Defence University, Turkish Naval Academy, Department of Industrial Engineering, Istanbul 34940, Turkey",1
The minimal covering location and sizing problem in the presence of gradual cooperative coverage,Levent Eriskin,"National Defence University, Turkish Naval Academy, Department of Industrial Engineering, Istanbul 34940, Turkey",2
SALSA: Combining branch-and-bound with dynamic programming to smoothen workloads in simple assembly line balancing,Rico Walter,"Friedrich Schiller University Jena, Chair for Management Science, Carl-Zeiß-Straße 3, Germany",1
SALSA: Combining branch-and-bound with dynamic programming to smoothen workloads in simple assembly line balancing,Philipp Schulze,"Friedrich Schiller University Jena, Chair for Management Science, Carl-Zeiß-Straße 3, Germany",2
SALSA: Combining branch-and-bound with dynamic programming to smoothen workloads in simple assembly line balancing,Armin Scholl,"Friedrich Schiller University Jena, Chair for Management Science, Carl-Zeiß-Straße 3, Germany",3
"Valid inequalities, preprocessing, and an effective heuristic for the uncapacitated three-level lot-sizing and replenishment problem with a distribution structure",Jesus O. Cunha,"Universidade Federal do Ceará, Departamento de Estatística e Matemática Aplicada, Fortaleza, Brazil",1
"Valid inequalities, preprocessing, and an effective heuristic for the uncapacitated three-level lot-sizing and replenishment problem with a distribution structure",Rafael A. Melo,"Universidade Federal da Bahia, Departamento de Ciência da Computação, Computational Intelligence and Optimization Research Lab (CInO), Salvador, Brazil",2
An efficient variable neighborhood search for the Space-Free Multi-Row Facility Layout problem,Alberto Herrán,"Department Computer Sciences, Universidad Rey Juan Carlos, C/. Tulipán, s/n, Móstoles, Madrid 28933, Spain",1
An efficient variable neighborhood search for the Space-Free Multi-Row Facility Layout problem,J. Manuel Colmenar,"Department Computer Sciences, Universidad Rey Juan Carlos, C/. Tulipán, s/n, Móstoles, Madrid 28933, Spain",2
An efficient variable neighborhood search for the Space-Free Multi-Row Facility Layout problem,Abraham Duarte,"Department Computer Sciences, Universidad Rey Juan Carlos, C/. Tulipán, s/n, Móstoles, Madrid 28933, Spain",3
Exact and heuristic algorithms for the fleet composition and periodic routing problem of offshore supply vessels with berth allocation decisions,Bruno S. Vieira,"Transportation Engineering Program Alberto Luiz Coimbra Institute - Graduate School and Research in Engineering Federal University of Rio de Janeiro, Rio de Janeiro, Brazil",1
Exact and heuristic algorithms for the fleet composition and periodic routing problem of offshore supply vessels with berth allocation decisions,Glaydston M. Ribeiro,"Transportation Engineering Program Alberto Luiz Coimbra Institute - Graduate School and Research in Engineering Federal University of Rio de Janeiro, Rio de Janeiro, Brazil",2
Exact and heuristic algorithms for the fleet composition and periodic routing problem of offshore supply vessels with berth allocation decisions,Laura Bahiense,"Transportation Engineering Program Alberto Luiz Coimbra Institute - Graduate School and Research in Engineering Federal University of Rio de Janeiro, Rio de Janeiro, Brazil",3
Exact and heuristic algorithms for the fleet composition and periodic routing problem of offshore supply vessels with berth allocation decisions,Roberto Cruz,"Department of Naval Architecture and Ocean Engineering University of São Paulo, São Paulo, Brazil",4
Exact and heuristic algorithms for the fleet composition and periodic routing problem of offshore supply vessels with berth allocation decisions,André B. Mendes,"Department of Naval Architecture and Ocean Engineering University of São Paulo, São Paulo, Brazil",5
Exact and heuristic algorithms for the fleet composition and periodic routing problem of offshore supply vessels with berth allocation decisions,Gilbert Laporte,"Canada Research Chair in Distribuition Management HEC Montréal, Montréal, Canada",6
Enhance load forecastability: Optimize data sampling policy by reinforcing user behaviors,Guangrui Xie,"Grado Department of Industrial and Systems Engineering, Virginia Tech, Blacksburg, VA 24061, USA",1
Enhance load forecastability: Optimize data sampling policy by reinforcing user behaviors,Xi Chen,"Grado Department of Industrial and Systems Engineering, Virginia Tech, Blacksburg, VA 24061, USA",2
Enhance load forecastability: Optimize data sampling policy by reinforcing user behaviors,Yang Weng,"School of Electrical, Computer and Energy Engineering, Arizona State University, Tempe, AZ 85281, USA",3
Promoting end-of-season product through online channel in an uncertain market,Pingping Chen,"College of Management and Economics, Tianjin University, Tianjin 300072, China",1
Promoting end-of-season product through online channel in an uncertain market,Ruiqing Zhao,"College of Management and Economics, Tianjin University, Tianjin 300072, China",2
Promoting end-of-season product through online channel in an uncertain market,Yingchen Yan,"School of Economics and Management, Beihang University, Beijing 100191, China",3
Promoting end-of-season product through online channel in an uncertain market,Chi Zhou,"College of Management, Tianjin University of Technology, Tianjin 300072, China",4
Designing smart replenishment systems: Internet-of-Things technology for vendor-managed inventory at end consumers,Sandria Weißhuhn,"Kühne Logistics University, Hamburg, Germany",1
Designing smart replenishment systems: Internet-of-Things technology for vendor-managed inventory at end consumers,Kai Hoberg,"Kühne Logistics University, Hamburg, Germany",2
Feature information prediction algorithm for dynamic multi-objective optimization problems,Xuemin Ma,"School of Electrical Engineering, Yanshan University, Qinhuangdao, Hebei 066004, PR China",1
Feature information prediction algorithm for dynamic multi-objective optimization problems,Jingming Yang,"School of Electrical Engineering, Yanshan University, Qinhuangdao, Hebei 066004, PR China",2
Feature information prediction algorithm for dynamic multi-objective optimization problems,Hao Sun,"School of Electrical Engineering, Yanshan University, Qinhuangdao, Hebei 066004, PR China",3
Feature information prediction algorithm for dynamic multi-objective optimization problems,Ziyu Hu,"School of Electrical Engineering, Yanshan University, Qinhuangdao, Hebei 066004, PR China",4
Feature information prediction algorithm for dynamic multi-objective optimization problems,Lixin Wei,"School of Electrical Engineering, Yanshan University, Qinhuangdao, Hebei 066004, PR China",5
"Compatibility effects in the prescriptive application of psychological heuristics: Inhibition, Integration and Selection",Shashwat M. Pande,"Alliance Manchester Business School, The University of Manchester, United Kingdom",1
"Compatibility effects in the prescriptive application of psychological heuristics: Inhibition, Integration and Selection",K. Nadia Papamichail,"Alliance Manchester Business School, The University of Manchester, United Kingdom",2
"Compatibility effects in the prescriptive application of psychological heuristics: Inhibition, Integration and Selection",Peter Kawalek,"School of Business and Economics, Loughborough University, United Kingdom",3
An extended goal programming model for the multiobjective integrated lot-sizing and cutting stock problem,Washington A. Oliveira,"School of Applied Sciences, University of Campinas, R. Pedro Zaccaria, 1300, Limeira 13484-350, SP, Brazil",1
An extended goal programming model for the multiobjective integrated lot-sizing and cutting stock problem,Diego J. Fiorotto,"School of Applied Sciences, University of Campinas, R. Pedro Zaccaria, 1300, Limeira 13484-350, SP, Brazil",2
An extended goal programming model for the multiobjective integrated lot-sizing and cutting stock problem,Xiang Song,"Centre for Operational Research and Logistics, School of Mathematics and Physics, University of Portsmouth, Lion Gate Building, Lion Terrace, Portsmouth PO1 3HF, UK",3
An extended goal programming model for the multiobjective integrated lot-sizing and cutting stock problem,Dylan F. Jones,"Centre for Operational Research and Logistics, School of Mathematics and Physics, University of Portsmouth, Lion Gate Building, Lion Terrace, Portsmouth PO1 3HF, UK",4
Ride solo or pool: Designing price-service menus for a ride-sharing platform,Jagan Jacob,"Williams College of Business, Xavier University, Cincinnati, OH 45207, USA",1
Ride solo or pool: Designing price-service menus for a ride-sharing platform,Ricky Roet-Green,"Simon Business School, University of Rochester, Rochester NY 14627, USA",2
Market segmentation in online platforms,Franco Berbeglia,"Tepper School of Business, Carnegie Mellon University, United States",1
Market segmentation in online platforms,Gerardo Berbeglia,"Centre for Business Analytics, Melbourne Business School, The University of Melbourne, Australia",2
Market segmentation in online platforms,Pascal Van Hentenryck,"Industrial and Operations Engineering & Industrial and System Engineering, Georgia Institute of Technology, United States",3
A novel version of the TODIM method based on the exponential model of prospect theory: The ExpTODIM method,Alexandre Bevilacqua Leoneti,"School of Economics, Business Administration and Accounting, University of São Paulo, Ribeirão Preto, Brazil",1
A novel version of the TODIM method based on the exponential model of prospect theory: The ExpTODIM method,Luiz Flavio Autran Monteiro Gomes,"School of Economics and Business, Ibmec University Center, Rio de Janeiro, Brazil",2
